Bullets And More VR - BAM VR,120.000,16.0,Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better,10.0,Action Indie VR Multiplayer,2 Apr, 2018,448,90
Startup Company,120.000,2.0,Nvidia GeForce GTX 570 or similar,0.1953125,Early Access Simulation Management Strategy Economy Early Access Indie Casual Sandbox Building Singleplayer Real-Time with Pause Crafting Moddable Isometric Point & Click Family Friendly Great Soundtrack,11 Aug, 2017,1855,76
Gunpoint,120.000,0.0,,0,Stealth Puzzle Indie 2D Comedy Singleplayer Pixel Graphics Action Strategy Noir Platformer Great Soundtrack Funny Short Hacking Level Editor GameMaker Story Rich Adventure Sci-fi,3 Jun, 2013,7899,97
Mushihimesama,188.000,2.0,Intel HD Graphics 4000, Geforce 9500GT, Radeon HD 3650 or better,1.46484375,Bullet Hell Shoot 'Em Up Arcade Action Anime Great Soundtrack Female Protagonist Difficult 2D Singleplayer Classic Shooter,12 Nov, 2015,719,97
Rebel Galaxy,188.000,2.0,Shader Model 3.0, 512MB VRam,2.0,Space Open World Sci-fi RPG Adventure Great Soundtrack Singleplayer Action Space Sim Simulation Indie Sandbox Atmospheric Exploration Third Person Trading Strategy 2D,20 Oct, 2015,5103,85
神舞幻想 Faith of Danschant,250.000,8.0,NVIDIA GeForce GTX 750 Ti,0,RPG Turn-Based,21 Dec, 2017,689,74
Lamplight City,165.000,1.0,640x400, 32-bit colour,2.0,Adventure Indie Retro Point & Click Third Person Detective Singleplayer Story Rich Mystery Classic Hand-drawn Great Soundtrack Pixel Graphics 2D Noir Puzzle Atmospheric Nudity Choices Matter Investigation,13 Sep, 2018,84,92
Dakar 18,390.000,4.0,NVIDIA GeForce GTX 660 or AMD HD 7870 (2GB VRAM with Shader Model 5.0 or better),0,Racing Simulation Sports Adventure Offroad Open World,25 Sep, 2018,,0
Incredible Mandy,165.000,4.0,GTX 550 Ti 1GB/ Radeon 6950 1GB,4.0,Indie Adventure Puzzle-Platformer Puzzle Action Singleplayer Third Person Anime,26 Nov, 2018,13,84
Fell Seal: Arbiter's Mark,188.000,2.0,512 MB,3.0,Early Access RPG Strategy Turn-Based Tactics Indie Early Access Turn-Based Combat Turn-Based Strategy Fantasy Strategy RPG Turn-Based Singleplayer Tactical Isometric Tactical RPG Class-Based 2D Character Customization Female Protagonist Kickstarter,16 Aug, 2018,199,93
A Gummy's Life,165.000,2.0,NVIDIA® GeForce GTX 740,1.0,Indie Casual Action Fighting,2 Oct, 2018,56,83
Jack Nicklaus Perfect Golf,280.000,4.0,DX9 compatible video card with 512MB video RAM,3.0,Golf Sports Simulation Strategy Indie,3 May, 2016,,0
COMPOUND,188.000,4.0,GTX 980 or equivalent,0.09765625,Early Access Action Indie Early Access VR Retro FPS,15 May, 2018,181,98
Farming Simulator 2013 Titanium Edition,165.000,1.0,256 MB OF VIDEO MEMORY ATI RADEON X1600/NVIDIA GEFORCE 7600/INTEL HD 2000 OR HIGHER,0,Simulation Multiplayer Casual Open World Relaxing Co-op Physics Moddable Singleplayer Management Realistic Agriculture Online Co-Op Great Soundtrack Sandbox Atmospheric Driving Masterpiece Funny NSFW,9 Oct, 2013,3071,90
SteamWorld Dig 2,188.000,1.0,OpenGL 2.1-compatible, 512 MB video memory, framebuffer object support. E.g. Intel HD 4600 or better.,0.341796875,Adventure Action Indie Platformer Metroidvania Steampunk 2D Mining Female Protagonist Great Soundtrack Singleplayer Casual,22 Sep, 2017,1190,96
The Guild Gold Edition,120.000,0.125,DirectX compatible graphic card with 32 MB,1.0,Strategy Simulation Economy Medieval Management,18 Nov, 2002,,0
The Guild II - Pirates of the European Seas,120.000,0.5,DirectX9 capable graphics adapter with Pixelshader Model 1.1,0,Simulation Strategy Medieval Pirates RPG Singleplayer,18 May, 2007,,0
Mini Ninjas,208.500,0.0,ATI Radeon X1300 or higher / Nvidia Geforce 6600 or higher (shader model 3 required) graphics card,0,Adventure Action Ninja Stealth Cute Singleplayer 3D Platformer Platformer Family Friendly Third Person Open World Funny Controller Multiplayer Great Soundtrack Anime,14 Sep, 2009,1083,87
Everything,165.000,8.0,NVIDIA® GeForce® GTX 660 or AMD Radeon™ equivalent,2.0,Casual Simulation Philisophical Indie Relaxing Sandbox Open World Exploration Atmospheric Singleplayer Funny Experimental Great Soundtrack God Game Experience RPG Family Friendly Adventure Procedural Generation Walking Simulator,21 Apr, 2017,1567,84
Apollo 11 VR HD,120.000,12.0,GTX 970 or greater,12.0,Adventure Simulation VR,23 Nov, 2018,19,84
Secret of Mana,833.000,4.0,GeForce GT730 / RADEON R7 240,11.0,JRPG RPG Singleplayer Story Rich Great Soundtrack Anime Adventure Remake Cute Action RPG Co-op Classic Fantasy Multiplayer Action Local Co-Op Retro,15 Feb, 2018,,0
Reassembly,165.000,2.0,OpenGL 2.1,0.146484375,Building Space Sandbox Strategy Action Indie 2D Singleplayer Top-Down Open World Exploration Sci-fi Shooter Great Soundtrack Adventure Physics Bullet Hell Multiplayer,19 Feb, 2015,1961,92
Rock of Ages,120.000,1.5,256mb video ram or better (GeForce 7 series or higher/Radeon HD3000 series or higher),0,Comedy Indie Strategy Tower Defense Action Racing Historical Multiplayer Funny Local Multiplayer Singleplayer Bowling Casual Destruction Split Screen,7 Sep, 2011,2227,91
Save 50% on Transcendence,55.000,0.5,1024×768 resolution.,0.09765625,Indie Action Space RPG Sci-fi Space Sim Rogue-lite Open World Rogue-like Top-Down 2D,24 Jul, 2015,60,90
SHOGUN: Total War™ - Collection,120.000,0.5,DirectX 9 graphic card,0.9326171875,Strategy Action Historical Classic Singleplayer Turn-Based Strategy Grand Strategy War,13 Jun, 2000,171,81
Idling to Rule the Gods,0,1.0,Graphic card with DX10 (Shader-Model 4.0) abilities,0.146484375,Indie Casual Free to Play Clicker Anime Singleplayer,27 May, 2016,493,86
Sherlock Holmes: The Devil's Daughter,650.000,6.0,1024 MB 100% DirectX 11 compatible AMD Radeon HD 7790 / NVIDIA GeForce 460 GTX,20.0,Detective Adventure Story Rich Mystery Action Crime Puzzle Open World Singleplayer Atmospheric Third Person Psychological Horror Horror Multiplayer Point & Click First-Person,10 Jun, 2016,1763,74
Quest Hunter,165.000,1.0,Graphics Card supported shader 3.0,1.0,Early Access RPG Adventure Indie Action Early Access Hack and Slash Co-op Loot Dungeon Crawler Action RPG Fantasy Magic Funny Isometric Atmospheric Singleplayer Puzzle Action-Adventure Story Rich,31 Jul, 2017,290,81
Sniper 3D Assassin: Free to Play,0,4.0,AMD Radeon or NVIDIA GeForce (1 GB),1.0,Free to Play Action Violent Casual Strategy Indie Simulation Adventure RPG FPS Sniper,19 Sep, 2018,,0
Prison Boss VR,188.000,8.0,NVIDIA GeForce GTX 970,6.0,Indie Simulation VR,29 Aug, 2017,66,89
President Yukino,165.000,4.0,DirectX 9/OpenGL 4.1 capable GPU,2.0,Sexual Content RPG Nudity Indie Adventure Anime Female Protagonist RPGMaker JRPG Memes Funny Psychological Horror,11 Oct, 2018,166,83
The Guild II,120.000,0.5,DirectX9 capable graphics adapter with Pixelshader Model 1.1,0,Simulation Strategy Medieval RPG Trading Singleplayer Economy Sandbox Management Female Protagonist,12 Oct, 2006,,0
Brutal Legend,165.000,2.0,256 MB GeForce 220, Radeon HD 4550, or Intel HD 4000 Graphics,0,Action Comedy Adventure Open World Great Soundtrack Music Third Person Strategy Hack and Slash RTS Funny Fantasy Singleplayer Multiplayer Atmospheric Action-Adventure Gothic Beat 'em up Action RPG RPG,26 Feb, 2013,6897,94
Obduction,250.000,8.0,GeForce 660 GTX w/1GB / AMD 7700 series w/1GB equivalent or better,20.0,Adventure Exploration Puzzle First-Person Mystery Surreal VR Indie Walking Simulator Open World Atmospheric Casual Nonlinear Singleplayer Story Rich Choices Matter FMV Sci-fi Survival Point & Click,24 Aug, 2016,1534,77
realMyst: Masterpiece Edition,180.000,4.0,512 MB DirectX 9.0c SM 3.0 compliant video card,3.0,Adventure Puzzle Exploration Point & Click Classic First-Person Mystery Remake Story Rich Indie Relaxing Difficult Singleplayer Atmospheric Beautiful Walking Simulator Surreal FMV Casual,5 Feb, 2014,523,83
Master of Orion 1,80.000,0.25,3D graphics card compatible with DirectX 7,0.1572265625,Strategy Space Classic 4X Sci-fi Turn-Based,22 Nov, 1996,70,85
aerofly RC 7,310.000,2.0,ATI Radeon HD 4850 or NVIDIA GeForce 9600 with 512 MB,20.0,Simulation Indie Flight,6 Nov, 2014,71,71
Corpse Party: Book of Shadows,165.000,0.5,64 MB VRAM, 3D accelerator compatible w/ DirectX 9.0c,6.0,Gore Violent Adventure Nudity Horror Anime Visual Novel Point & Click,29 Oct, 2018,73,95
Sword of the Stars: Complete Collection,120.000,1.0,,0,Strategy 4X Space Sci-fi Turn-Based Singleplayer Multiplayer Turn-Based Strategy,3 Oct, 2008,314,88
Mad Father,70.000,1.0,Integrated graphics,0.09765625,Horror RPGMaker Anime Indie Adventure 2D Psychological Horror Pixel Graphics Female Protagonist Story Rich Puzzle Singleplayer Multiple Endings Dark Survival Horror Atmospheric Great Soundtrack Gothic Cute Classic,22 Sep, 2016,1009,96
Shantae and the Pirate's Curse,188.000,1.0,Intel® HD Graphics,1.0,Platformer Female Protagonist Metroidvania Great Soundtrack Action Adventure Anime 2D Pixel Graphics Indie Cute Singleplayer Funny RPG Pirates Side Scroller Sexual Content Nudity,23 Apr, 2015,814,95
Tilesweeper,70.000,4.0,GeForce GTX 650 / Radeon HD 7510,1.0,Indie Casual Destruction Puzzle Classic Atmospheric Medieval Physics Stylized Replay Value,23 Aug, 2018,47,82
Save 40% on The Slater,99.000,8.0,GeForce 750 Ti,11.0,Violent Action Indie Nudity Gore Assassin Stealth First-Person Crime Puzzle Singleplayer Shooter Atmospheric Dark Story Rich Cinematic,20 Sep, 2018,53,84
Combat Arms: Reloaded,0,1.0,GeForce FX 5600,8.0,Free to Play Action Massively Multiplayer FPS Strategy Simulation Shooter,31 Oct, 2018,,0
Hold Your Own,165.000,4.0,NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB,6.0,Early Access Survival Indie Action Early Access Crafting Multiplayer,1 Dec, 2017,191,70
Indiana Jones® and the Fate of Atlantis™,80.000,0.03125,2 MB - PCI Graphics Card,0,Adventure Point & Click Classic Singleplayer 1990's Pixel Graphics Masterpiece Retro Third Person 2D,1 Jun, 1992,564,95
Tangledeep,165.000,2.0,Graphics supporting DX9 or DX11 with 9.3 capabilities,1.0,Rogue-like RPG Indie Female Protagonist Dungeon Crawler Turn-Based Combat Mystery Dungeon Procedural Generation Pixel Graphics Great Soundtrack 2D Singleplayer,1 Feb, 2018,363,89
SpaceChem,120.000,0.0,,0,Puzzle Difficult Programming Indie Logic Singleplayer Great Soundtrack Sci-fi Science Illuminati Casual Simulation 2D Space Addictive Strategy Education Touch-Friendly Building,2 Mar, 2011,1766,96
Dark Messiah of Might & Magic,83.000,0,,0,RPG Action First-Person Fantasy Adventure Dark Fantasy Swordplay Magic Classic Multiple Endings Stealth Story Rich Singleplayer Medieval Atmospheric Action RPG Hack and Slash Gore Multiplayer FPS,25 Oct, 2006,2934,92
FATE,Not Available,0.5,16 MB 3D Graphics Accelerator,0.390625,RPG Action Adventure Dungeon Crawler Classic Action RPG Hack and Slash Fantasy Singleplayer Fishing Casual Isometric,18 May, 2005,749,92
Mystic Vale,120.000,1.0,Nvidia 450 GTS / Radeon HD 5750 or better,0.29296875,Early Access Early Access Indie Strategy Card Game,27 Nov, 2018,11,81
Reigns: Her Majesty,43.000,1.0,GeForce Go 7600 (128 MB),0.146484375,Indie Casual Simulation Female Protagonist Choices Matter Strategy Card Game Dark Humor Choose Your Own Adventure Funny Medieval Adventure Comedy Dark Comedy,6 Dec, 2017,516,85
Rogue Legacy,165.000,2.0,OpenGL 3.0+ support (2.1 with ARB extensions acceptable),0,Rogue-like Platformer Indie Action Singleplayer 2D Metroidvania RPG Rogue-lite Pixel Graphics Side Scroller Fantasy Controller Exploration Medieval Addictive Adventure Difficult Replay Value Procedural Generation,27 Jun, 2013,12183,93
One Finger Death Punch,70.000,1.0,512 MB VRAM with Shader Model 3.0 support and needs a directX 10 capable video card.,0.1953125,Action Fast-Paced Indie Beat 'em up Fighting Singleplayer Addictive 2D Casual Martial Arts Difficult Arcade Great Soundtrack Epic Rhythm Mouse only Blood Gore Masterpiece Funny,3 Mar, 2014,10796,98
La-Mulana 2,220.000,4.0,Graphic board with at least 1GB of VRAM,4.0,Indie Metroidvania Adventure Action Great Soundtrack 2D Difficult Retro Pixel Graphics Female Protagonist Puzzle Singleplayer Exploration Side Scroller Kickstarter Platformer Puzzle-Platformer Controller Classic Action-Adventure,30 Jul, 2018,300,84
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,165.000,1.0,Onboard graphics chipset with 256MB video RAM,1.0,Fighting Arcade Action 2D Fighter Classic 2D Great Soundtrack Anime,16 Dec, 2014,830,83
Crysis 2 - Maximum Edition,250.000,0.0,,0,Action FPS Sci-fi Shooter Multiplayer Singleplayer Stealth First-Person Aliens Futuristic Benchmark Great Soundtrack Adventure Atmospheric Story Rich Cyberpunk 3D Vision Open World Survival RPG,22 Mar, 2011,4804,83
Last Tide,220.000,6.0,NVIDIA GeForce GTX 1050/950/760 or AMD Radeon RX 560/RX 460/R7 370,15.0,Early Access Battle Royale Action Early Access Violent Indie Underwater Multiplayer FPS Survival Shooter Free to Play First-Person,27 Aug, 2018,810,76
Evochron Legacy,220.000,4.0,1 GB DirectX Compatible*,2.0,Simulation Indie Space Space Sim Open World Sci-fi Sandbox Multiplayer Exploration Singleplayer Action VR,18 Jan, 2016,243,80
Sonic Forces,999.000,4.0,Nvidia GTX 750 Ti or AMD R7 265,18.0,Great Soundtrack Adventure Character Customization Action Fast-Paced 3D Platformer Platformer Singleplayer Colorful Story Rich 2D 2.5D Memes Funny Family Friendly Action-Adventure War Classic Psychological Horror Cartoony,7 Nov, 2017,,0
Ragnarok Online,0,0.125,Any with 3D Acceleration & at least 16MB on-board RAM,2.0,Free to Play Anime RPG MMORPG Massively Multiplayer Fantasy Multiplayer JRPG Adventure Great Soundtrack Nudity,1 Jun, 2003,1301,77
Sky Force Reloaded,120.000,2.0,GeForce 8600GTS or equivalent,0.48828125,Shoot 'Em Up Action Indie Arcade Great Soundtrack Bullet Hell Local Co-Op,29 Nov, 2017,474,94
Gunsmith,188.000,6.0,nVidia GeForce GTX 660 2GB / AMD Radeon HD 7850 2GB,5.0,Early Access Management Simulation Strategy Early Access Casual Indie Action,25 May, 2018,207,81
Citadel: Forged with Fire,220.000,8.0,GTX 950 equivalent or better,20.0,Early Access Open World RPG Massively Multiplayer Survival Magic Adventure Fantasy Sandbox Early Access Action Multiplayer Crafting MMORPG Indie Dragons Base Building First-Person PvP Building,26 Jul, 2017,,0
SHENZHEN I/O,165.000,4.0,1366 x 768,0.439453125,Programming Simulation Puzzle Indie Difficult Singleplayer Logic Sandbox Building Great Soundtrack Education Early Access,17 Nov, 2016,1453,96
Silent Hunter®: Wolves of the Pacific U-Boat Missions,83.000,1.0,128 MB RAM  DirectX® 9?compliant, video card capable of rendering Pixel Shader 2.0 (256 MB RAM recommended) (see supported list*),0,Simulation World War II Naval,24 Mar, 2008,86,74
Turbo Dismount™,120.000,1.0,DirectX9 compatible graphics card,0.29296875,Funny Simulation Physics Destruction Singleplayer Action Indie Comedy Sandbox Driving Casual Great Soundtrack Racing First-Person Adventure Third Person Moddable Family Friendly Strategy Epic,21 May, 2014,3685,91
Bad Dream: Fever,120.000,1.0,,0.48828125,Adventure Indie Point & Click Horror Platformer,15 Nov, 2018,103,71
Car Mechanic Simulator 2014,90.000,2.0,GeForce 9800GT or better w /512MB VRAM,1.171875,Simulation Singleplayer Education First-Person Realistic Puzzle Masterpiece Racing Strategy Indie Great Soundtrack Multiplayer Casual,24 Jan, 2014,3100,81
Overlord II,120.000,0.0,GeForce 6800+/ATI X1600+ with 256MB,0,RPG Fantasy Villain Protagonist Singleplayer Funny Comedy Action Third Person Magic Action RPG Adventure Strategy Dark Humor Open World Action-Adventure Dark Fantasy Multiplayer Puzzle Atmospheric RTS,23 Jun, 2009,1872,87
The Incredible Adventures of Van Helsing: Final Cut,350.000,2.0,GeForce 8800, Radeon HD4000, Intel HD4000 (min. 512 MB VRAM),40.0,RPG Adventure Action Hack and Slash Indie Action RPG Co-op Isometric Steampunk Multiplayer Loot Singleplayer,6 Nov, 2015,,0
V-Racer Hoverbike,188.000,4.0,GeForce GTX 970,1.953125,Early Access Simulation Racing Indie Sports Early Access Action VR,13 Apr, 2018,52,82
Rampage Knights,140.000,1.0,OpenGL 3.2 compatible,0.146484375,Action Beat 'em up Co-op Rogue-like Indie RPG Adventure Multiplayer Local Co-Op Rogue-lite Online Co-Op Dungeon Crawler 2D Funny Difficult Hack and Slash,4 Sep, 2015,1485,93
The Pirate's Fate,188.000,4.0,DirectX 9/OpenGL capable GPU,2.0,Choose Your Own Adventure Adventure Indie Sexual Content Casual Visual Novel Female Protagonist Violent RPG Psychological Horror Horror,27 Mar, 2018,148,89
Kingdom: Classic,70.000,1.0,,0.5,Strategy Pixel Graphics Survival 2D Indie Medieval Tower Defense Singleplayer Side Scroller Resource Management Great Soundtrack City Builder Simulation Rogue-like Atmospheric Casual Difficult Action Adventure Female Protagonist,21 Oct, 2015,3817,86
Serious Sam HD: The First Encounter,165.000,1.0,nVidia GeForce 7600, ATI Radeon X1600 (Shader Model 3.0 Highly Recommended),0,FPS Action Co-op Shooter Comedy Online Co-Op Multiplayer Indie Gore Classic First-Person Singleplayer Funny Aliens Adventure Colorful Difficult Remake Old School Sci-fi,24 Nov, 2009,3106,93
Atelier Sophie: The Alchemist of the Mysterious Book,250.000,4.0,l Notes:Graphics: 1280x720, Refresh rate: 60Hz,5.0,Anime JRPG RPG Female Protagonist Cute Crafting Great Soundtrack Singleplayer Adventure Fantasy Turn-Based Nudity,7 Feb, 2017,1112,88
Paradiddle,120.000,2.0,NVIDIA GTX 970 or AMD Radeon R9 290 (equivalent or better),2.0,Early Access Indie Casual Simulation Early Access VR Audio Production Music,31 Oct, 2017,36,91
Little Inferno,120.000,0,,0,Casual Indie Puzzle Singleplayer Satire Funny Comedy Short Great Soundtrack Story Rich Sandbox Adventure Dark Humor Atmospheric Dark Touch-Friendly Parody Surreal 2D Point & Click,19 Nov, 2012,3389,94
Command & Conquer: Red Alert 3 - Uprising,188.000,1.0,DirectX® 9.0c compatible video card, NVIDIA GeForce 6800 or better, ATI Radeon X800 or better,0,Strategy RTS Base Building Singleplayer Multiplayer War Action Sci-fi Alternate History FMV Co-op,12 Mar, 2009,925,84
Space Pirates And Zombies 2,188.000,2.0,1GB 3D DirectX 9 Compatible video card,1.0,Space Action Strategy Indie RPG Open World Zombies Simulation Adventure Pirates Sci-fi Survival Building Singleplayer Procedural Generation Sandbox VR Multiplayer Co-op Early Access,7 Nov, 2017,1886,80
Shortest Trip to Earth,188.000,4.0,Intel HD4400 or dedicated DX11 GPU (1280x720),0.48828125,Early Access Simulation Adventure Strategy Action Indie Early Access Rogue-like Space,9 Oct, 2018,108,80
Axis Football 2018,188.000,8.0,DirectX 10.1 compatible 1 GB,4.0,Sports Simulation Football,14 Sep, 2018,91,71
Risen,120.000,1.0,256 MB DirectX™ 9.0c compatible graphics card (nVidia® GeForce® 7900/ATI Radeon™ X1800 or better),0,RPG Open World Gothic Fantasy Adventure Atmospheric Third Person Singleplayer Exploration Action Magic Dark Fantasy Great Soundtrack Story Rich Action RPG Medieval Sandbox Difficult Character Customization Classic,30 Oct, 2009,2771,87
Endless Legend™,250.000,4.0,1GB nVidia Geforce GT460 or equivalent, 500 MB ATI HD4850 or equivalent,4.0,Strategy Turn-Based 4X Fantasy Turn-Based Strategy Hex Grid Multiplayer Singleplayer Great Soundtrack RPG Indie Sci-fi Adventure Tactical Medieval Grand Strategy Atmospheric Exploration Open World Sandbox,18 Sep, 2014,9418,82
Princess Maker 3: Fairy Tales Come True,188.000,0,32MB or greater graphics card,0.1953125,Simulation Anime Classic Multiple Endings,27 Jun, 2017,,0
Comedy Night,70.000,4.0,GeForce GTX 460 or Radeon HD 7690M XT,2.0,Casual Multiplayer Simulation Comedy Memes Indie Great Soundtrack Dating Sim,24 Aug, 2017,4769,77
Batman™: Arkham VR,188.000,8.0,NVIDIA GeForce™ GTX 1060 / GTX 970 or AMD Radeon™ RX 480,10.0,VR Adventure Batman Short,25 Apr, 2017,587,73
Save 82% on Starpoint Gemini 2,50.500,2.0,DirectX 10 compliant graphics card with 512MB RAM,8.0,Space Simulation RPG Open World Sci-fi Space Sim Singleplayer Action Sandbox Adventure Moddable Strategy Early Access Survival Difficult Relaxing Indie 4X,26 Sep, 2014,2733,70
Mount Your Friends,70.000,2.0,Graphics card capable of Pixel and Vertex Shader 3.0 (game uses XNA 4.0 in Hi-Def mode),0.1953125,Comedy Funny Sports Multiplayer Physics Indie Local Multiplayer Simulation Competitive Co-op Local Co-Op 2D Casual Mature 4 Player Local Sexual Content Online Co-Op Psychological Horror Singleplayer Action,29 Jul, 2014,4419,94
Caesar™ IV,227.000,0.5,DirectX 9.0c Compatible 3D Card w/256MB VRAM,2.0,Strategy Simulation City Builder Rome Historical,9 Sep, 2006,,0
Use Your Words,165.000,1.0,,1.0,Casual Local Multiplayer Indie Co-op Funny,4 Apr, 2017,164,81
Cossacks: European Wars,70.000,0.5,,0,Strategy RTS Historical,24 Apr, 2001,176,73
Airline Tycoon Deluxe,120.000,0.03125,,0.5859375,Simulation Management Retro Economy,1 Aug, 1998,193,70
Phantom Thief Celianna,150.000,4.0,DirectX 9/OpenGL 4.1 capable GPU,4.0,Sexual Content RPG Nudity Indie Anime JRPG Female Protagonist Adventure Multiple Endings Funny RPGMaker Memes,15 Nov, 2018,93,77
Valkyria Chronicles™,188.000,2.0,NVIDIA GeForce GTS 240 (or equivalent),25.0,Anime Strategy Turn-Based RPG Story Rich JRPG Tactical Singleplayer Great Soundtrack Strategy RPG Tactical RPG Third Person Tanks War Action Turn-Based Strategy World War II Romance Classic Female Protagonist,11 Nov, 2014,7518,91
Broken Sword 2 - the Smoking Mirror: Remastered,80.000,0.015625,Direct X 5.0 compatible card,0,Adventure Point & Click Mystery Classic Singleplayer Puzzle Conspiracy Third Person Retro 1990's Hand-drawn Story Rich Female Protagonist Atmospheric 2D,31 Oct, 1997,322,90
Broken Sword: Director's Cut,80.000,0.0625,,0,Adventure Point & Click Classic Mystery Puzzle Female Protagonist Hand-drawn Singleplayer Conspiracy Retro 1990's Third Person Story Rich Atmospheric,2 Sep, 2010,898,92
FORTIFY,30.000,2.0,,0.05859375,Indie Building Destruction Base Building Family Friendly Physics Multiplayer Online Co-Op,10 Aug, 2016,781,94
Half-Life: Blue Shift,70.000,0,,0,FPS Action Sci-fi Singleplayer Shooter Aliens First-Person Classic Adventure Zombies Short Atmospheric 1990's Silent Protagonist Story Rich Puzzle Moddable Great Soundtrack,1 Jun, 2001,3111,89
DISTRAINT 2,110.000,2.0,512 MB card capable of shader 3.0,0.29296875,Indie Adventure Casual Story Rich Psychological Horror Pixel Graphics Horror Atmospheric 2D Great Soundtrack,13 Nov, 2018,185,97
Quake Live™,225.000,1.0,NVIDIA GeForce 4 MX or better, ATI Radeon 8500 or better, Intel i915 chipset or better 1024x600 resolution,1.0,FPS Multiplayer Classic Arena Shooter Fast-Paced Action Shooter e-sports Competitive First-Person Difficult Cult Classic Funny Parkour Old School Masterpiece Survival Atmospheric Strategy,6 Aug, 2010,1387,81
Life is Feudal: Your Own,188.000,4.0,GeForce 460/Radeon HD 5850/Intel HD 4600 with at least 1024 MB video RAM,5.0,Medieval Open World Survival Crafting Sandbox Building Multiplayer RPG Simulation Co-op MMORPG Action Adventure Massively Multiplayer Indie Atmospheric Strategy Historical Singleplayer Walking Simulator,17 Nov, 2015,,0
Save 70% on MEANDERS,13.000,2.0,NVIDIA GeForce GT 240 / AMD Radeon HD 4670 / Intel HD Graphics 4000,1.0,Parkour Action Casual 3D Platformer Puzzle First-Person Adventure Indie Atmospheric Colorful Funny Puzzle-Platformer Great Soundtrack Relaxing Controller Singleplayer Difficult Replay Value Short Platformer,7 Feb, 2018,160,93
Hidden Folks,100.000,0,,0.244140625,Hidden Object Casual Indie Hand-drawn 2D Point & Click Funny Puzzle Singleplayer Adventure Relaxing Family Friendly Cute Minimalist Isometric Touch-Friendly Audio Production Design & Illustration,15 Feb, 2017,3575,97
Desktop Dungeons,165.000,1.0,any Direct3D 9 card,0.341796875,Rogue-like Strategy Indie Turn-Based Puzzle RPG Singleplayer Fantasy Casual Rogue-lite Difficult Resource Management Great Soundtrack Adventure Comedy 2D Addictive Top-Down Dungeon Crawler Procedural Generation,7 Nov, 2013,832,90
Runaway, A Road Adventure,151.000,0,,0,Adventure Point & Click Mystery Singleplayer Puzzle,18 Aug, 2003,259,72
Battle Brothers - Beasts & Exploration,120.000,1.0,OpenGL 3.3 compatible video card with 512 MB,1.46484375,Strategy RPG Indie,29 Nov, 2018,176,95
Melty Blood Actress Again Current Code,220.000,2.0,GeForce 7900 / Radeon X1600 and above,3.0,Anime 2D Fighter Fighting Great Soundtrack Action Arcade Difficult Local Multiplayer Cute e-sports Visual Novel Controller Story Rich,19 Apr, 2016,1051,91
NEKOPARA Vol. 2,120.000,1.0,1280 x 720,3.0,Anime Sexual Content Cute Visual Novel Dating Sim Romance Story Rich Singleplayer First-Person Great Soundtrack Indie 2D Linear Atmospheric Comedy Action Female Protagonist Simulation Co-op Crafting,19 Feb, 2016,7295,97
Horizon Chase Turbo,188.000,2.0,Intel HD Graphics 4000 or better,0.48828125,Racing Indie Casual Sports Action Arcade Local Multiplayer Retro Great Soundtrack 4 Player Local,15 May, 2018,483,97
Heat Signature,165.000,8.0,Intel HD 5000 or better (GeForce and Radeon tend to be better),0.390625,Indie Action Space Stealth Top-Down Strategy Rogue-like Procedural Generation Sci-fi Singleplayer Adventure Rogue-lite Real-Time with Pause Top-Down Shooter 2D Open World Perma Death Tactical Bullet Time Great Soundtrack,21 Sep, 2017,3072,93
Hearts of Iron III,120.000,2.0,,0,Grand Strategy World War II Strategy Historical Simulation Real-Time with Pause Military Sandbox Difficult War Multiplayer Singleplayer RTS Wargame Great Soundtrack,7 Aug, 2009,3430,78
MXGP3 - The Official Motocross Videogame,310.000,4.0,NVIDIA GeForce GTX 760 with 2 GB VRAM or more; AMD Radeon HD 7950 with 2 GB VRAM or more,13.0,Racing Sports Simulation Offroad,29 May, 2017,243,77
XCOM: Enemy Unknown,510.000,2.0,NVIDIA GeForce 8600 GT / ATI Radeon HD 2600 XT or greater,0,Turn-Based Strategy Tactical Strategy Sci-fi Turn-Based Aliens Singleplayer Base Building Unforgiving Turn-Based Tactics Replay Value Addictive Multiplayer Perma Death Action RPG Difficult Character Customization Atmospheric Futuristic,11 Oct, 2012,25222,94
Devil Daggers,70.000,1.0,Dedicated GPU with OpenGL 3.3 support,0.48828125,FPS Indie Action Difficult Fast-Paced Horror Shooter Bullet Hell First-Person Singleplayer Atmospheric Retro Arena Shooter Pixel Graphics Survival Lovecraftian Demons Arcade Rogue-like Casual,18 Feb, 2016,3364,96
SENRAN KAGURA SHINOVI VERSUS,250.000,6.0,NVIDIA GeForce GTS 450 / ATI Radeon HD 5870 (1GB VRAM),6.0,Anime Nudity Action Sexual Content Mature Female Protagonist Hack and Slash Cute Ninja Beat 'em up Fighting Multiplayer Story Rich Great Soundtrack Singleplayer JRPG Character Customization Memes Funny Dating Sim,1 Jun, 2016,2698,94
Knights of Pen and Paper 2,100.000,1.0,1024x768 minimum resolution ( Direct3D/OpenGL compatible card with at least 128MB),0.29296875,RPG Adventure Strategy Indie Pixel Graphics Turn-Based Simulation Singleplayer Comedy Fantasy Funny 2D Casual,20 Oct, 2015,848,85
